"id","ut","level","type","region","tel","website"
"502","北方民族大学","普通本科","民族类","宁夏西夏区","0951-2066992,0951-2066335","https://zsb.nmu.edu.cn/"
"503","宁夏医科大学","普通本科","医药类","宁夏兴庆区","400-8600222","http://www.nxmu.edu.cn/zsjyc/"
"504","齐鲁工业大学","普通本科","理工类","山东","0531-89631068,0531-89631968","http://zsb.qlu.edu.cn/"
"505","山东体育学院","普通本科","体育类","山东","0531-89655029,0531-82617343,0531-8773806","http://zsxxw.sdpei.edu.cn/"
"506","山东艺术学院","普通本科","艺术类","山东","0531-86423300","https://zsbgs.sdca.edu.cn/"
"507","泰山学院","普通本科","综合类","山东","0538-6715631,0538-6196518","http://zhaosheng.tsu.edu.cn/"
"508","山东第一医科大学","普通本科","医药类","山东岱岳区","0538-6229809,0538-6222019","http://enrollment.sdfmu.edu.cn/"
"509","潍坊学院","普通本科","综合类","山东奎文区","0536-8785670,0536-8785671","https://zsb.wfu.edu.cn/"
"510","潍坊医学院","普通本科","医药类","山东青州市","0536-8462283,0536-8462285","http://zs.wfmc.edu.cn/"
"511","烟台大学","普通本科","综合类","山东莱山区","0535-6902653","http://bkzs.ytu.edu.cn/"
"512","鲁东大学","普通本科","综合类","山东芝罘区","0535-6672791","http://www.zs.ldu.edu.cn"
"513","北京化工大学","211","理工类","北京朝阳区","010-64435706","http://www.goto.buct.edu.cn"
"514","中国农业大学","985 211","农林类","北京海淀区","010-62737960,010-62737682","http://jwzs.cau.edu.cn"
"515","中国传媒大学","211","艺术类","北京朝阳区","010-65779370,010-65779256","http://zhaosheng.cuc.edu.cn"
"516","北京城市学院","普通本科","综合类","北京海淀区","010-62321818","http://zs.bcu.edu.cn"
"517","北方工业大学","普通本科","理工类","北京石景山区","010-88802786","http://bkzs.ncut.edu.cn/"
"518","中央戏剧学院","普通本科","艺术类","北京东城区","010-56620314","https://zhaosheng.zhongxi.cn/"
"519","北京电影学院","普通本科","艺术类","北京海淀区","010-82048291","http://www.bfa.edu.cn/zs/index.htm"
"520","中央美术学院","普通本科","艺术类","北京朝阳区","010-64771056","http://www.cafa.edu.cn/sp/zs/?ci=802"
"521","北京电子科技学院","普通本科","理工类","北京丰台区","010-83635284",
"522","中央财经大学","211","财经类","北京海淀区","010-62288332","http://zs.cufe.edu.cn"
"523","北京服装学院","普通本科","艺术类","北京朝阳区","010-64288364,010-64288375","http://bkzs.bift.edu.cn/"
"524","中华女子学院","普通本科","语言类","北京朝阳区","010-84659299,010-84659611","http://zhaosheng.cwu.edu.cn"
"525","中国政法大学","211","政法类","北京昌平区","010-58909122","http://zs.cupl.edu.cn"
"526","北京工商大学","普通本科","财经类","北京海淀区","010-68983272,010-68984711,010-68984682","http://zsb.btbu.edu.cn"
"527","中国音乐学院","普通本科","艺术类","北京朝阳区","010-64887367","http://bkzs.ccmusic.edu.cn/"
"528","北京建筑大学","普通本科","理工类","北京西城区","010-68322507,010-68322899","http://zsb.bucea.edu.cn/"
"529","北京协和医学院","普通本科","医药类","北京东城区","010-65133091",
"530","中国戏曲学院","普通本科","艺术类","北京丰台区","010-63339858","https://www.nacta.edu.cn/xwgg/zsxx/bkszs/"
"531","北京联合大学","普通本科","综合类","北京朝阳区","010-64900915,010-64900013","https://zsxx.buu.edu.cn"
"532","中国人民公安大学","普通本科","政法类","北京西城区","010-83903097","http://zsjy.ppsuc.edu.cn"
"533","中国青年政治学院","普通本科","政法类","北京海淀区","010-68475459","https://www.zytx.org.cn/zjtx/zzjg/yjsb/zsxx/zsjz/"
"534","北京农学院","普通本科","农林类","北京昌平区","010-80799334","http://zsb.bua.edu.cn/"
"535","中国劳动关系学院","普通本科","政法类","北京海淀区","010-68416757,010-68411395","http://news.culr.edu.cn/zhaosheng/"
"536","北京石油化工学院","普通本科","综合类","北京大兴区","010-81292235","http://zhaosheng.bipt.edu.cn"
"537","外交学院","普通本科","其他","北京西城区","010-68354353,010-89146832","http://zs.cfau.edu.cn"
"538","首钢工学院","普通本科","理工类","北京石景山区","010-59805803,010-59805800",
"539","首都医科大学","普通本科","医药类","北京丰台区","010-83911084,010-83911085","http://zhsh.ccmu.edu.cn"
"540","北京舞蹈学院","普通本科","艺术类","北京海淀区","010-68935788,010-68451413","https://www.bda.edu.cn/zsjy/bkzsxx/index.htm"
"541","北京物资学院","普通本科","财经类","北京通州区","010-89534409,010-89534469","http://zs.bwu.edu.cn"
"542","首都体育学院","普通本科","体育类","北京海淀区","010-82090776,010-82099026","https://zs.cupes.edu.cn/"
"543","首都师范大学","普通本科","师范类","北京海淀区","010-68902995,010-68902658","http://bkzs.cnu.edu.cn"
"544","北京印刷学院","普通本科","理工类","北京大兴区","010-60227871","http://zhaosheng.bigc.edu.cn/"
"545","华北电力大学保定校区","211","理工类","河北莲池区","0312-7523164,0312-7525336","https://net.ncepu.edu.cn/zsjy/index.htm"
"546","北京语言大学","普通本科","语言类","北京海淀区","010-82303943,010-82303135","http://zsb.blcu.edu.cn"
"547","国际关系学院","普通本科","政法类","北京海淀区","010-62861579,010-62861191","https://bkzs.uir.cn/"
"548","河北师范大学","普通本科","师范类","河北","0311-80786666,0311-80789780","http://zsjyc.hebtu.edu.cn/zsw/"
"549","河北医科大学","普通本科","医药类","河北","0311-86266317","http://zsb.hebmu.edu.cn"
"550","华北理工大学","普通本科","综合类","河北","0315-8816666","http://zsjyc.ncst.edu.cn/col/1589180017916/index.html"
"551","河北农业大学","普通本科","农林类","河北","0312-7528888,0312-7521540","http://zhaosheng.hebau.edu.cn/"
"552","燕山大学","普通本科","理工类","河北海港区","0335-8057069","https://zsjyc.ysu.edu.cn/bkszsxxw/wzsy.htm"
"553","承德医学院","普通本科","医药类","河北双桥区","0314-2290576","http://jwc.cdmc.edu.cn/col/col526/index.html"
"554","河北北方学院","普通本科","综合类","河北崇礼区","0313-4029183","http://zs.hebeinu.edu.cn/"
"555","河北工程大学","普通本科","理工类","河北","0310-3969060,0310-3969065","http://zhaosheng.hebeu.edu.cn"
"556","河北建筑工程学院","普通本科","理工类","河北","0313-4187686,0313-4187683","http://zs.hebiace.edu.cn/"
"557","华北科技学院","普通本科","理工类","河北广阳区","010-61591445,010-61591128",
"558","河北地质大学","普通本科","财经类","河北","0311-87207400","http://zsxxw.hgu.edu.cn/"
"559","石家庄铁道大学","普通本科","理工类","河北","0311-87935166,0311-86852774","http://zs.stdu.edu.cn/"
"560","唐山学院","普通本科","理工类","河北","0315-2792205,0315-2792146","http://zsw.tsc.edu.cn/"
"561","广东职业技术学院","专科（高职）","理工类","广东","0757-83311534","https://www.gdpt.edu.cn/zsw"
"562","广东工贸职业技术学院","专科（高职）",,"广东","020-87745757,020-87243522","https://www.gdgm.edu.cn/zsxx/"
"563","广东机电职业技术学院","专科（高职）","理工类","广东","020-61362251","https://zs.gdmec.edu.cn/"
"564","广东建设职业技术学院","专科（高职）","理工类","广东白云区","020-36409106","https://zb.gdcvi.edu.cn/"
"565","广东交通职业技术学院","专科（高职）","理工类","广东","020-37236028","http://zs.gdcp.cn/"
"566","广东省外语艺术职业学院","专科（高职）","综合类","广东","020-38458158,020-38458086","https://zs.gtcfla.net/"
"567","广东水利电力职业技术学院","专科（高职）","理工类","广东","020-87993831,020-87993480","https://zs.gdsdxy.edu.cn/"
"568","山东师范大学","普通本科","师范类","山东","0531-86182201,0531-86182202","http://www.zsb.sdnu.edu.cn/"
"569","唐山师范学院","普通本科","师范类","河北","0315-3863129,0315-3863181,0315-3863352","http://zsjy.tstc.edu.cn"
"570","廊坊师范学院","普通本科","师范类","河北","0316-2188213","http://www.lfsfxy.edu.cn/zsk/"
"571","河北体育学院","普通本科","体育类","河北","0311-85337585,0311-85337658","http://zsxx.hepec.edu.cn/"
"572","衡水学院","普通本科","师范类","河北","0318-6016093,0318-6016910","http://zhaosheng.hsnc.edu.cn"
"573","石家庄学院","普通本科","综合类","河北","0311-66617111,0311-66617112,0311-66617113","http://xsc.sjzc.edu.cn"
"574","邯郸学院","普通本科","师范类","河北","0310-7090228","http://zs.hdc.edu.cn"
"575","广东文艺职业学院","专科（高职）","艺术类","广东番禺区","020-34810201,020-84878982,020-34810200","http://www.gdla.edu.cn/zsb/"
"576","广东亚视演艺职业学院","专科（高职）","艺术类","广东","0769-87881233,0769-87884003,0769-87814567","https://www.atvcn.com/atv/zs/index.html"
"577","广州工程技术职业学院","专科（高职）","综合类","广东","020-87693663,020-87621457","http://zs.gzvtc.cn/"
"578","广州工商学院","普通本科","财经类","广东","020-86914402,020-86929603","http://www.gzgs.org.cn/zsb"
"579","广州民航职业技术学院","专科（高职）","理工类","广东越秀区","020-86123135","https://www.caac.net/sites/zsb/zsxxw/index.html"
"580","广州南洋理工职业学院","专科（高职）","理工类","广东从化区","020-87992828,020-37987281","http://www.nyjy.cn/zsb"
"581","广州铁路职业技术学院","专科（高职）","理工类","广东","020-36004159,020-37431457","https://dy.gtxy.cn/zsxxw"
"582","揭阳职业技术学院","专科（高职）","综合类","广东榕城区","0663-8859905,0663-8859845","http://zs.jyc.edu.cn/"
"583","罗定职业技术学院","专科（高职）","综合类","广东","0766-3782735,0766-3782830","https://zs.ldpoly.edu.cn/"
"584","茂名职业技术学院","专科（高职）","理工类","广东","0668-2920126,0668-2920128","https://w.mmpt.edu.cn/zsw/"
"585","广东东软学院","普通本科","理工类","广东","0757-86684502,0757-86684503","http://zsw.nuit.edu.cn"
"586","广东南华工商职业学院","专科（高职）","财经类","广东海珠区","020-38251888,020-28867333","https://www.nhic.edu.cn/zsb/"
"587","汕头职业技术学院","专科（高职）","综合类","广东","0754-88607737,0754-88630402","http://www.stpt.edu.cn/zs/main.htm"
"588","深圳职业技术学院","专科（高职）","综合类","广东南山区","0755-26731715,0755-26731216","http://zhaosheng.szpt.edu.cn"
"589","私立华联学院","专科（高职）","综合类","广东天河区","020-82373989","http://www.hlu.edu.cn/zsb2017/zsb2015.aspx"
"590","中山火炬职业技术学院","专科（高职）","理工类","广东","0760-88291862,0760-85592875",
"591","珠海艺术职业学院","专科（高职）","艺术类","广东金湾区","0756-3982377,0756-3982388","http://old.zhac.net/xin/zsb/zsb1.asp"
"592","保定学院","普通本科","师范类","河北","0312-5972065","http://zsxx.bdu.edu.cn/"
"593","沧州师范学院","普通本科","师范类","河北运河区","0317-2159818,0317-2159817",
"594","沧州医学高等专科学校","专科（高职）","医药类","河北运河区","0317-5507819,0317-5508019","http://zhaosheng.czmc.cn/"
"595","防灾科技学院","普通本科","理工类","河北永清县","010-61596244,010-61595011","https://zjb.cidp.edu.cn/zswsy.htm"
"596","上海海关学院","普通本科","财经类","上海浦东新区","021-28991053,021-28991054","http://zs.shcc.edu.cn"
"597","河北女子职业技术学院","专科（高职）","语言类","河北","0311-89630662,0311-89630664","http://www.hebnzxy.com/enrollment/zsgl"
"598","河北美术学院","普通本科","艺术类","河北","0311-88651148,0311-88596153","http://zsc.hbafa.com/"
"599","保定电力职业技术学院","专科（高职）","理工类","河北","0312-3303201","http://www.bddy.cn/ch/139/140/1.html"
"600","电子科技大学","985 211","理工类","四川成华区","028-61831137,028-61831139","http://www.zs.uestc.edu.cn"
"601","上海邦德职业技术学院","专科（高职）","综合类","上海宝山区","021-56514754,021-66504946,021-56680657","http://www.shbangde.com/zb2013/index.htm"
"602","上海城建职业学院","专科（高职）","综合类","上海奉贤区","021-56605436","https://www.succ.edu.cn/zsxx/"
"603","上海出版印刷高等专科学校","专科（高职）","综合类","上海杨浦区","021-65674045","https://www.sppc.edu.cn/zs/"
"604","上海电子信息职业技术学院","专科（高职）","理工类","上海奉贤区","021-64038240","http://zsw.stiei.edu.cn/"
"605","上海震旦职业学院","专科（高职）","财经类","上海宝山区","021-66861707,021-66860766","https://zjy.aurora-college.cn/"
"606","上海东海职业技术学院","专科（高职）","综合类","上海闵行区","021-64523424,021-64506938","http://zs.esu.edu.cn/"
"607","上海工艺美术职业学院","专科（高职）","艺术类","上海嘉定区","021-64398515","http://zsb.sada.edu.cn/zhao/"
"608","上海海事职业技术学院","专科（高职）","理工类","上海浦东新区","021-58311677","http://www.sma.edu.cn/col/col12026/index.html"
"609","上海济光职业技术学院","专科（高职）","理工类","上海宝山区","021-66761012,18801931998,021-36020098","https://zs.shjgu.edu.cn/"
"610","上海建桥学院","普通本科","财经类","上海浦东新区","021-68130020,021-58137880","http://zsb.gench.edu.cn"
"611","上海交通职业技术学院","专科（高职）","理工类","上海宝山区","021-56996297,021-68159612","http://www.scp.edu.cn/list.aspx?nid=24&amp;cid=125"
"612","山东医学高等专科学校","专科（高职）","医药类","山东平邑县","0539-8016931","http://zsbgs.sdmc.edu.cn/"
"613","上海科学技术职业学院","专科（高职）","理工类","上海嘉定区","021-69990068","http://www.scst.edu.cn/ygzs/"
"614","上海立达学院","普通本科","财经类","上海松江区","021-57803530,57803531","http://jytd.lidapoly.edu.cn/zhaosheng/"
"615","上海农林职业技术学院","专科（高职）","农林类","上海松江区","021-57811385","http://zsxx.shafc.edu.cn/"
"616","上海思博职业技术学院","专科（高职）","财经类","上海浦东新区","021-68023335,021-68023336","http://222.44.47.11:8081/web/zs/1/"
"617","上海兴伟学院","普通本科","综合类","上海浦东新区","021-68020761","http://www.xingweizhaosheng.com/"
"618","上海工商职业技术学院","专科（高职）","综合类","上海嘉定区","021-60675958,021-59587531","http://zhaosheng.sicp.edu.cn/"
"619","上海行健职业学院","专科（高职）","财经类","上海静安区","021-66109601","http://zs.shxj.edu.cn/"
"620","北华航天工业学院","普通本科","理工类","河北","0316-2083179","http://zb.nciae.edu.cn"
"621","河北水利电力学院","普通本科","理工类","河北","0317-7587125,0317-7587123","http://zsb.hbwe.edu.cn/"
"622","承德石油高等专科学校","专科（高职）","理工类","河北","0314-2377071,0314-2377074","http://zsjyc.cdpc.edu.cn/html/index.html"
"623","邢台医学高等专科学校","专科（高职）","医药类","河北桥西区","0319-2233321,0319-2233280,0319-2233025","http://zhaosheng.xtmc.net/"
"624","河北民族师范学院","普通本科","师范类","河北","0314-2370039,0314-2370333,0314-2370919","http://www.hbun.edu.cn/zszx/"
"625","河北金融学院","普通本科","财经类","河北","0312—3338287","http://news.hbfu.edu.cn/zsw"
"626","河北化工医药职业技术学院","专科（高职）","理工类","河北裕华区","0311-85110111,0311-85110222,0311-85110036","http://www.hebcpc.cn/zsw/"
"627","河北能源职业技术学院","专科（高职）","理工类","河北","0315-3049211,0315-2327811","http://zsw.hbnyxy.cn/"
"628","张家口职业技术学院","专科（高职）","理工类","河北","0313-4089263,0313-4088051,0313-4084655","http://manager.zjkptc.edu.cn/s.php/zsjyw/"
"629","邢台职业技术学院","专科（高职）","理工类","河北邢台县","0319-2273053,0319-2271766,0319-2273028","http://zs.xpc.edu.cn/"
"630","河北工业职业技术学院","专科（高职）","理工类","河北","0311-85239777,0311-89163179","http://zsjy.hbcit.edu.cn/index.aspx"
"631","沧州职业技术学院","专科（高职）","综合类","河北运河区","0317-2050897,0317-2052598","http://www.czvtc.cn/Category_31/Index.aspx"
"632","石家庄职业技术学院","专科（高职）","综合类","河北","0311-68092994,0311-85333630","http://zhaosheng.sjzpt.edu.cn/"
"633","石家庄铁路职业技术学院","专科（高职）","理工类","河北","0311-88621131,0311-88621105","http://zsjyc.sirt.edu.cn/a/zs/index.html"
"634","保定职业技术学院","专科（高职）","综合类","河北","0312-5917288,0312-5917388","http://zsxx.bvtc.com.cn/main/index.asp"
"635","邯郸职业技术学院","专科（高职）","理工类","河北","0310-3162951,0310-3162937,0310-3162938","http://www.hd-u.com/hdzsc/"
"636","上海中侨职业技术大学","普通本科","财经类","上海金山区","021-31616099,021-31616077,021-31616088","http://117.144.202.154/_s35/main.psp"
"637","黑龙江林业职业技术学院","专科（高职）","农林类","黑龙江爱民区","0453-6599285,0453-6599385,0453-6599485","http://www.hljlzy.com/zsxxw/"
"638","大庆职业学院","专科（高职）","综合类","黑龙江","0459-5875333,0459-5876043,0459-5871601","http://www.dqzyxy.net/gzzsxxw/"
"639","大兴安岭职业学院","专科（高职）","综合类","黑龙江加格达奇区","0457-2172337,0457-2172335","http://www.dxalu.org.cn/RecruitStudents/"
"640","哈尔滨电力职业技术学院","专科（高职）","理工类","黑龙江香坊区","0451-53681761","http://www.hl.sgcc.com.cn/html/hdy/col871/column_871_1.html"
"641","哈尔滨金融学院","普通本科","财经类","黑龙江","0451-86143166","http://zs.hrbfu.edu.cn/"
"642","哈尔滨铁道职业技术学院","专科（高职）","理工类","黑龙江平房区","0451-51893230,0451-51893286","http://www.htxy.net/cms/Display/ZsjyCategory"
"643","哈尔滨职业技术学院","专科（高职）","综合类","黑龙江香坊区","0451-86662346,0451-86681627,0451-86683403","http://a.hzjxy.org.cn/"
"644","鹤岗师范高等专科学校","专科（高职）","师范类","黑龙江东山区","0468-3593550,0468-3593180","http://www.hgtc.org.cn/index.php?r=index/index&amp;tmp=zsb"
"645","黑龙江建筑职业技术学院","专科（高职）","理工类","黑龙江","0451-85915000,0451-85915700","http://zs.hict.org.cn"
"646","黑龙江职业学院","专科（高职）","综合类","黑龙江","0451-87501262,0451-53180694,0451-87501263","http://www.hljp.edu.cn/zsjy/index/gzdz.htm"
"647","河北软件职业技术学院","专科（高职）","理工类","河北","0312-5991269,0312-5996063","https://www.hbsi.edu.cn/zsw/index.htm"
"648","秦皇岛职业技术学院","专科（高职）","理工类","河北北戴河区","0335-5926553,0335-5926611,0335-5926569,0335-592673","http://www.qhdvtc.com/zhaosheng/"
"649","唐山工业职业技术学院","专科（高职）","理工类","河北曹妃甸区","0315-7772978,0315-8832068","http://zsw.tsgzy.edu.cn/"
"650","河北工程技术学院","普通本科","综合类","河北","0311-89653577,0311-89653588,0311-89653599","http://zhaosheng.hbgcjsxy.com/"
"651","衡水职业技术学院","专科（高职）","理工类","河北桃城区","0318-2129797,0318-2125959","http://www.hsvtc.cn/zsztw/"
"652","河北艺术职业学院","专科（高职）","艺术类","河北长安区","0311-86665001,0311-86663618","http://www.hebart.com/zsw/"
"653","河北司法警官职业学院","专科（高职）","政法类","河北","0310-3178382,0310-83020652","http://zsjy.jjgxy.com.cn/index.html"
"654","河北旅游职业学院","专科（高职）","综合类","河北","0314-2376888,0314-2376882,0314-2376899","http://lqcx.hbtvc.com/"
"655","唐山职业技术学院","专科（高职）","医药类","河北","0315-8738214,0315-8738215,0315-8738212","http://zs.tsvtc.com/"
"656","石家庄科技信息职业学院","专科（高职）","理工类","河北桥西区","0311-83850441,0311-83820999","http://www.hebkx.cn/zsztw/main/index.php"
"657","河北交通职业技术学院","专科（高职）","理工类","河北","0311-85835666,0311-85835558","https://www.hebjtxy.cn/zsxxw/"
"658","廊坊职业技术学院","专科（高职）","综合类","河北","0316-6028826,0316-6028891","http://www.lfzhjxy.net/"
"659","河北机电职业技术学院","专科（高职）","理工类","河北","0319-8769861,0319-8769862,0319-8769859","http://www.hbjd.com.cn/zs"
"660","黑龙江旅游职业技术学院","专科（高职）","财经类","黑龙江南岗区","0451-87066616,0451-87066626","http://www.ljlyzy.org.cn/zhaoshengxinxi.php?key=49"
"661","黑龙江能源职业学院","专科（高职）","理工类","黑龙江","0469-2610888,0469-2690699","http://hljny.org.cn/web/zsxx"
"662","黑龙江民族职业学院","专科（高职）","民族类","黑龙江香坊区","0451-85560098,0451-85560198","http://www.hljmzzyxy.org.cn/zsw/"
"663","黑龙江农垦职业学院","专科（高职）","综合类","黑龙江","0451-88127996,0451-88127995,0451-88127993","http://zs.nkzy.org.cn/"
"664","黑龙江农业工程职业学院","专科（高职）","农林类","黑龙江南岗区","0451-86355551,0451-85955551,0451-86721247","http://www.hngzy.edu.cn/zhaoshengwang/"
"665","黑龙江农业职业技术学院","专科（高职）","农林类","黑龙江前进区","0454-8304450,0454-8317509","http://zs.hljnzy.net"
"666","黑龙江三江美术职业学院","专科（高职）","艺术类","黑龙江","0454-8871111,0454-8872222","http://www.sjmsxy.net.cn/html/admissions_and_employment/index.html"
"667","黑龙江商业职业学院","专科（高职）","财经类","黑龙江爱民区","0453-6575122,0453-6575181,0453-6575123","http://zsb.hljszy.net/"
"668","黑龙江生态工程职业学院","专科（高职）","农林类","黑龙江","0451-82470001,0451-82470004","http://xinxi.hljstgc.org.cn/main/index.php"
"669","黑龙江生物科技职业学院","专科（高职）","综合类","黑龙江","0451-56860111,0451-56860222,0451-56860555","http://www.hljswkj.org.cn/zs/"
"670","唐山科技职业技术学院","专科（高职）","理工类","河北路南区","0315-2962639,0315-2962669,0315-2962669","http://www.tskjzy.cn/zsjy/"
"671","石家庄邮电职业技术学院","专科（高职）","理工类","河北","0311-85998903,0311-85998905","http://www.sjzpc.edu.cn/zhaosheng/index.htm"
"672","河北公安警察职业学院","专科（高职）","政法类","河北桥西区","0311-89653269","http://www.hebsjy.com/"
"673","河北外国语学院","普通本科","语言类","河北","0311-85237026,0311-85237011","http://zsb.hbwy.com.cn/"
"674","石家庄工程职业学院","专科（高职）","理工类","河北新华区","0311-86867700,0311-86867755,0311-86867799,0311-86867711","http://www.sjzevc.com/index.php?m=content&amp;c=index&amp;a=lists&amp;catid=33"
"675","石家庄工商职业学院","专科（高职）","财经类","河北桥西区","0311-83858094,0311-83858084","http://zsw.sjzgsxy.com/default.aspx"
"676","石家庄信息工程职业学院","专科（高职）","综合类","河北","0311-87625150,0311-87625151,0311-87625156,15176907006",
"677","石家庄财经职业学院","专科（高职）","财经类","河北","0311-85201001,0311-85201002,0311-85275050","http://www.hebcj.cn/Html/zhaoshengzixun/"
"678","河北建材职业技术学院","专科（高职）","理工类","河北海港区","0335-8054040,0335-8070026","http://zsw.hbjcxy.com/"
"679","河北政法职业学院","专科（高职）","政法类","河北新华区","0311-87115208,0311-87115207,0311-87115522","http://zhaosheng.helc.edu.cn/"
"680","黑龙江司法警官职业学院","专科（高职）","政法类","黑龙江南岗区","0451-88079117,0451-88079106",
"681","黑龙江艺术职业学院","专科（高职）","艺术类","黑龙江南岗区","0451-86336958,0451-87515676","http://www.hljyzy.org.cn/RecruitStudents.aspx"
"682","哈尔滨信息工程学院","普通本科","理工类","黑龙江","0451-58607888","http://www.hxci.com.cn"
"683","黑龙江农业经济职业学院","专科（高职）","农林类","黑龙江西安区","0453-6402875,0453-6402419","http://xinwen.hnyjj.org.cn/index14403.html"
"684","黑龙江工业学院","普通本科","综合类","黑龙江","0467-2395188","http://www.hljut.edu.cn/a/zsjy/zs/zhuanyejieshao/"
"685","牡丹江大学","专科（高职）","综合类","黑龙江","0453-6595204,0453-6596405,0453-6591832","http://219.147.206.11/xz/zsjy/index.asp"
"686","齐齐哈尔工程学院","普通本科","综合类","黑龙江","0452-6186020,0452-6186022","https://zsb.qqhrit.com/"
"687","伊春职业学院","专科（高职）","综合类","黑龙江伊美区","0458-3769070","http://www.ycvc.com.cn"
"688","成都工业学院","普通本科","理工类","四川金牛区","028-87992872,028-87992873,028-87992379","http://zs.cdtu.edu.cn"
"689","成都东软学院","普通本科","理工类","四川成华区","028-64888003,028-64888001,028-64888002","https://zs.nsu.edu.cn"
"690","成都航空职业技术学院","专科（高职）","理工类","四川","028-88459388,028-88459389","http://www.cap.edu.cn/campus/jgsz/gljg/jxkybm/zsb2019/"
"691","成都农业科技职业学院","专科（高职）","农林类","四川温江区","028-82732146,028-82732733","http://zsjy.cdnkxy.com/"
"692","成都艺术职业大学","专科（高职）","艺术类","四川新津县","028-82401111,028-82482222","http://www.cdartpro.cn/Article/Indexes?id=109"
"693","成都职业技术学院","专科（高职）","综合类","四川","028-85327933,028-85323653","https://www.cdp.edu.cn/zjc/"
"694","泸州职业技术学院","专科（高职）","综合类","四川龙马潭区","0830-3150305,0830-3150102","http://zsc.lzy.edu.cn/"
"695","乐山职业技术学院","专科（高职）","综合类","四川市中区","0833-2152600,0833-2152910","http://zsw.lszyxy.edu.cn/"
"696","眉山职业技术学院","专科（高职）","综合类","四川","028-38025825,028-38221260","http://www.msvtc.net/Category_1951/Index.aspx"
"697","绵阳职业技术学院","专科（高职）","综合类","四川","0816-2202104,0816-2202113","http://zs.mypt.edu.cn/Web/"
"698","四川电力职业技术学院","专科（高职）","理工类","四川温江区","028-87348543","http://zs.scdy.edu.cn/"
"699","四川工商职业技术学院","专科（高职）","其他","四川武侯区","028-87290498,028-87277544,028-87297199","http://zsjy.sctbc.net/"
"700","四川国际标榜职业学院","专科（高职）","艺术类","四川龙泉驿区","028-66006889","https://admission.polus.edu.cn/"
"701","四川旅游学院","普通本科","综合类","四川","028-84825999,028-84825070","http://www.sctu.edu.cn/zs/"
"702","民办四川天一学院","专科（高职）","财经类","四川","028-3210335,028-3210587","http://www.tianyi.edu.cn/p/html/zsw/"
"703","四川民族学院","普通本科","民族类","四川","0836-2856805,0836-2859673,0836-2859672","https://zjc.scun.edu.cn/"
"704","阿坝师范学院","普通本科","师范类","四川","028-62332777,028-62332555","http://zs.abtu.edu.cn/"
"705","辽宁工程技术大学","普通本科","理工类","辽宁","0418-5110355","http://zsjy.lntu.edu.cn/"
"706","南通大学","普通本科","综合类","江苏","0513-85012170","http://zs.ntu.edu.cn/"
"707","四川托普信息技术职业学院","专科（高职）","理工类","四川","028-84628801,028-84628802,028-84628803,028-8462880","http://www.scetop.com/Html/ZSC/index.html"
"708","四川职业技术学院","专科（高职）","综合类","四川","0825-2290000","http://zsc.scvtc.edu.cn/"
"709","雅安职业技术学院","专科（高职）","综合类","四川雨城区","0835-2241840,0835-2229044","http://zjc.yazjy.com/"
"710","达州职业技术学院","专科（高职）","综合类","四川通川区","0818-2309358,0818-2309691","http://zsw.dzvtc.edu.cn/"
"711","广安职业技术学院","专科（高职）","综合类","四川广安区","0826-2256168,0826-2256160","http://zs.gavtc.cn/"
"712","四川建筑职业技术学院","专科（高职）","理工类","四川","0838-2651228,0838-2651788,0838-2652947","http://zsw.scac.edu.cn/"
"713","南充职业技术学院","专科（高职）","综合类","四川","0817-2702232,0817-2706598,0817-3542716",
"714","四川工程职业技术学院","专科（高职）","理工类","四川","0838-2651116,0838-2654118","http://www.scetc.com/"
"715","四川航天职业技术学院","专科（高职）","理工类","四川","028-84809675,028-84809638,028-84809788","http://www.scavc.com/zsjy1/zsw1/gg.htm"
"716","四川化工职业技术学院","专科（高职）","理工类","四川","0830-3150329,0830-3151321","http://zjc.sccc.edu.cn"
"717","四川文理学院","普通本科","综合类","四川通川区","0818-2790027","http://zjc.sasu.edu.cn/"
"718","四川机电职业技术学院","专科（高职）","理工类","四川东区","0812-6250530,0812-6250212","http://zs.scemi.com/"
"719","四川交通职业技术学院","专科（高职）","理工类","四川温江区","028-82680050,028-82690045,028-82690046","http://zsjyc.svtcc.edu.cn/"
"720","四川工业科技学院","普通本科","综合类","四川","0838-3206188,0838-3201799,0838-3202399","http://www.scit.cn/zszx.htm"
"721","四川水利职业技术学院","专科（高职）","理工类","四川","028-68611971,028-68611777","http://www.swcvc.edu.cn/xxgk/zsjy.htm"
"722","四川司法警官职业学院","专科（高职）","政法类","四川","0838-2501823,0838-2503811","http://zsw.sjpopc.edu.cn/"
"723","四川信息职业技术学院","专科（高职）","理工类","四川利州区","0839-3350014,0839-3351918","http://zjc.scitc.com.cn/"
"724","四川邮电职业技术学院","专科（高职）","理工类","四川锦江区","028-84671557,028-84782789,028-84782451","http://zj.sptc.cn/"
"725","襄阳职业技术学院","专科（高职）","综合类","湖北","0710-3513613,0710-3515365","http://zsxx.hbxytc.cn"
"726","鄂州职业大学","专科（高职）","综合类","湖北鄂城区","027-60876578,027-60858935,027-60698166","http://www.ezu.cn/zb/"
"727","湖北职业技术学院","专科（高职）","理工类","湖北","0712-2868616,0712-2868615","http://zs.hbvtc.edu.cn"
"728","湖北中医药高等专科学校","专科（高职）","医药类","湖北","0716-8023541,0716-8023542","http://zjb.hbzyy.org/zs/index.asp"
